Frequency (Hz)	Level (dB)
6400.744629	-50.371120
6406.127930	-49.411770
6411.511230	-48.933697
6416.894531	-50.244183
6422.277832	-49.803085
6427.661133	-50.058487
6433.044434	-47.419556
6438.427734	-47.041546
6443.811035	-47.489445
6449.194336	-47.329254
6454.577637	-48.941368
6459.960938	-50.821861
6465.344238	-48.994339
6470.727539	-49.201778
6476.110840	-46.513500
6481.494141	-46.200405
6486.877441	-48.967613
6492.260742	-50.323853
6497.644043	-50.233021
6503.027344	-48.944870
6508.410645	-47.298752
6513.793945	-48.485752
6519.177246	-49.819923
6524.560547	-48.305832
6529.943848	-48.698536
6535.327148	-48.329021
6540.710449	-49.048717
6546.093750	-48.982670
6551.477051	-49.190933
6556.860352	-47.981552
6562.243652	-46.657505
6567.626953	-46.241726
6573.010254	-48.033936
6578.393555	-48.288860
6583.776855	-49.149498
6589.160156	-51.174717
6594.543457	-49.565521
6599.926758	-49.853451
6605.310059	-50.265659
6610.693359	-50.100124
6616.076660	-52.390617
6621.459961	-52.254753
6626.843262	-47.896004
6632.226562	-46.765926
6637.609863	-49.133003
6642.993164	-48.026108
6648.376465	-46.808971
6653.759766	-46.623302
6659.143066	-46.727562
6664.526367	-48.832710
6669.909668	-50.440926
6675.292969	-49.493904
6680.676270	-48.138882
6686.059570	-49.896755
6691.442871	-48.973240
6696.826172	-49.548370
6702.209473	-49.542671
6707.592773	-46.642689
6712.976074	-46.643650
6718.359375	-49.251060
6723.742676	-50.592121
6729.125977	-49.874393
6734.509277	-49.669891
6739.892578	-49.199642
6745.275879	-47.244751
6750.659180	-48.895267
6756.042480	-48.908421
6761.425781	-49.313217
6766.809082	-49.157063
6772.192383	-47.869724
6777.575684	-49.182674
6782.958984	-49.766571
6788.342285	-49.984406
6793.725586	-48.072582
6799.108887	-47.978111
6804.492188	-48.988243
6809.875488	-48.628075
6815.258789	-51.971260
6820.642090	-50.886513
6826.025391	-47.750008
6831.408691	-46.644814
6836.791992	-47.796413
6842.175293	-48.867870
6847.558594	-50.978760
6852.941895	-50.303051
6858.325195	-51.887428
6863.708496	-51.470837
6869.091797	-49.012299
6874.475098	-47.759975
6879.858398	-47.766315
6885.241699	-51.686123
6890.625000	-49.003677
6896.008301	-47.911110
6901.391602	-47.121452
6906.774902	-49.021648
6912.158203	-46.582600
6917.541504	-47.634949
6922.924805	-48.087681
6928.308105	-48.389454
6933.691406	-50.509113
6939.074707	-48.285477
6944.458008	-48.098541
6949.841309	-50.125172
6955.224609	-47.712662
6960.607910	-47.786953
6965.991211	-47.723587
6971.374512	-46.331047
6976.757812	-48.742153
6982.141113	-48.653915
6987.524414	-48.748680
6992.907715	-49.642433
6998.291016	-49.139046
7003.674316	-49.736774
7009.057617	-52.182362
7014.440918	-50.878269
7019.824219	-52.577183
7025.207520	-50.176441
7030.590820	-49.589855
7035.974121	-50.150990
7041.357422	-48.295040
7046.740723	-47.031654
7052.124023	-47.467926
7057.507324	-47.044052
7062.890625	-47.952374
7068.273926	-47.919086
7073.657227	-47.494850
7079.040527	-48.740673
7084.423828	-49.582638
7089.807129	-49.574982
7095.190430	-50.420902
7100.573730	-48.527252
7105.957031	-48.604336
7111.340332	-47.901791
7116.723633	-46.798607
7122.106934	-47.083927
7127.490234	-48.619312
7132.873535	-46.911366
7138.256836	-48.937809
7143.640137	-51.530926
7149.023438	-50.327419
7154.406738	-50.693516
7159.790039	-52.149075
7165.173340	-49.269043
7170.556641	-50.688957
7175.939941	-48.804619
7181.323242	-46.844604
7186.706543	-48.885441
7192.089844	-50.054787
7197.473145	-50.059265
7202.856445	-51.069653
7208.239746	-48.156475
7213.623047	-49.237698
7219.006348	-51.872543
7224.389648	-51.682262
7229.772949	-51.470798
7235.156250	-49.129833
7240.539551	-47.320366
7245.922852	-48.358662
7251.306152	-49.661259
7256.689453	-46.985107
7262.072754	-45.769386
7267.456055	-46.774956
7272.839355	-47.230522
7278.222656	-47.861542
7283.605957	-49.364288
7288.989258	-48.597500
7294.372559	-49.204807
7299.755859	-47.877659
7305.139160	-47.969521
7310.522461	-48.042709
7315.905762	-49.136204
7321.289062	-49.882587
7326.672363	-49.162422
7332.055664	-49.414474
7337.438965	-49.067146
7342.822266	-48.572231
7348.205566	-47.777046
7353.588867	-49.478291
7358.972168	-49.974018
7364.355469	-47.756329
7369.738770	-47.785358
7375.122070	-47.797771
7380.505371	-49.567890
7385.888672	-48.007809
7391.271973	-49.511326
7396.655273	-50.222641
7402.038574	-48.000057
7407.421875	-47.901150
7412.805176	-49.088909
7418.188477	-50.033646
7423.571777	-49.611187
7428.955078	-49.753853
7434.338379	-48.872631
7439.721680	-48.468327
7445.104980	-48.236572
7450.488281	-48.797909
7455.871582	-49.979343
7461.254883	-48.308872
7466.638184	-46.218159
7472.021484	-48.570633
7477.404785	-52.031742
7482.788086	-50.292591
7488.171387	-48.580223
7493.554688	-49.028465
7498.937988	-49.198559
7504.321289	-48.599537
7509.704590	-46.920452
7515.087891	-48.126305
7520.471191	-47.903320
7525.854492	-48.911316
7531.237793	-49.166161
7536.621094	-49.720348
7542.004395	-50.141739
7547.387695	-49.160091
7552.770996	-47.511307
7558.154297	-45.407810
7563.537598	-48.779716
7568.920898	-51.439735
7574.304199	-51.656673
7579.687500	-51.529293
7585.070801	-49.315372
7590.454102	-48.519711
7595.837402	-49.457893
7601.220703	-49.536953
7606.604004	-48.961647
7611.987305	-50.291325
7617.370605	-48.529377
7622.753906	-47.091423
7628.137207	-48.320053
7633.520508	-50.367607
7638.903809	-51.232136
7644.287109	-49.490395
7649.670410	-48.875076
7655.053711	-49.038551
7660.437012	-50.430351
7665.820312	-50.211021
7671.203613	-50.018383
7676.586914	-50.666317
7681.970215	-48.965012
7687.353516	-48.748600
7692.736816	-48.303417
7698.120117	-49.946018
7703.503418	-51.536320
7708.886719	-51.480705
7714.270020	-51.270500
7719.653320	-50.251156
7725.036621	-51.774799
7730.419922	-49.978481
7735.803223	-48.096432
7741.186523	-51.325245
7746.569824	-53.036659
7751.953125	-48.578506
7757.336426	-47.651146
7762.719727	-50.359566
7768.103027	-48.170616
7773.486328	-48.621117
7778.869629	-49.426350
7784.252930	-47.059013
7789.636230	-47.704681
7795.019531	-53.558071
7800.402832	-51.142433
7805.786133	-53.235413
7811.169434	-51.445332
7816.552734	-48.760406
7821.936035	-50.583813
7827.319336	-47.376263
7832.702637	-46.196663
7838.085938	-49.752346
7843.469238	-51.646629
7848.852539	-51.112591
7854.235840	-51.233471
7859.619141	-49.765797
7865.002441	-49.124966
7870.385742	-51.657070
7875.769043	-50.975590
7881.152344	-52.024422
7886.535645	-49.899494
7891.918945	-49.032135
7897.302246	-50.725742
7902.685547	-50.502907
7908.068848	-49.002506
7913.452148	-47.908813
7918.835449	-47.898323
7924.218750	-47.897453
7929.602051	-49.258675
7934.985352	-48.987354
7940.368652	-49.294067
7945.751953	-51.405445
7951.135254	-48.945534
7956.518555	-47.087593
7961.901855	-50.132484
7967.285156	-50.526615
7972.668457	-49.836094
7978.051758	-49.188129
7983.435059	-50.049404
7988.818359	-52.124760
7994.201660	-50.344837
7999.584961	-47.226009
8004.968262	-50.858147
8010.351562	-52.222832
8015.734863	-50.866394
8021.118164	-48.844292
8026.501465	-49.799507
8031.884766	-49.944366
8037.268066	-48.190926
8042.651367	-50.569302
8048.034668	-47.381950
8053.417969	-48.375515
8058.801270	-52.459999
8064.184570	-52.104828
8069.567871	-48.940006
8074.951172	-49.373161
8080.334473	-51.274567
8085.717773	-52.016701
8091.101074	-50.591724
8096.484375	-49.279903
8101.867676	-50.851025
8107.250977	-50.005619
8112.634277	-51.107407
8118.017578	-48.552780
8123.400879	-48.834324
8128.784180	-50.360031
8134.167480	-51.703979
8139.550781	-51.819054
8144.934082	-52.394886
8150.317383	-50.004536
8155.700684	-45.981796
8161.083984	-47.118244
8166.467285	-49.553753
8171.850586	-49.702927
8177.233887	-49.612724
8182.617188	-49.970467
8188.000488	-50.861782
8193.383789	-51.837097
8198.767090	-49.477440
8204.150391	-48.576942
8209.533691	-50.825359
8214.916992	-48.789509
8220.300293	-48.969078
8225.683594	-49.304249
8231.066895	-49.900307
8236.450195	-48.613438
8241.833496	-49.777706
8247.216797	-49.978142
8252.600098	-48.689365
8257.983398	-48.369934
8263.366699	-48.579739
8268.750000	-50.284935
8274.133301	-51.467770
8279.516602	-50.773434
8284.899902	-50.641865
8290.283203	-50.463184
8295.666504	-51.228806
8301.049805	-54.086033
8306.433105	-52.270386
8311.816406	-49.765560
8317.199707	-49.394615
8322.583008	-47.445900
8327.966309	-49.291073
8333.349609	-49.456024
8338.732910	-47.985039
8344.116211	-47.979679
8349.499512	-50.100555
8354.882812	-48.775677
8360.266113	-48.333447
8365.649414	-48.646706
8371.032715	-49.275272
8376.416016	-48.479664
8381.799316	-47.716312
8387.182617	-49.535778
8392.565918	-49.652470
8397.949219	-50.949978
8403.332520	-49.669468
8408.715820	-48.477924
8414.099121	-49.459213
8419.482422	-49.919815
8424.865723	-49.496658
8430.249023	-50.684418
8435.632324	-49.662693
8441.015625	-48.890560
8446.398926	-48.095570
8451.782227	-51.277046
8457.165527	-49.984634
8462.548828	-48.853432
8467.932129	-51.403202
8473.315430	-51.042992
8478.698730	-50.538761
8484.082031	-50.123684
8489.465332	-50.304798
8494.848633	-52.695770
8500.231934	-55.245419
8505.615234	-50.818157
8510.998535	-49.209461
8516.381836	-49.996971
8521.765137	-48.473740
8527.148438	-48.564342
8532.531738	-49.958019
8537.915039	-51.264099
8543.298340	-49.530117
8548.681641	-49.291260
8554.064941	-50.218922
8559.448242	-49.549923
8564.831543	-49.613293
8570.214844	-50.526855
8575.598145	-52.671940
8580.981445	-51.211346
8586.364746	-49.953049
8591.748047	-51.342670
8597.131348	-48.870495
8602.514648	-48.112583
8607.897949	-51.612793
8613.281250	-55.224812
8618.664551	-50.752277
8624.047852	-49.173889
8629.431152	-50.327679
8634.814453	-52.527813
8640.197754	-50.303631
8645.581055	-49.324574
8650.964355	-51.216354
8656.347656	-50.340160
8661.730957	-50.234615
8667.114258	-48.233063
8672.497559	-47.602055
8677.880859	-49.455990
8683.264160	-48.102978
8688.647461	-48.055653
8694.030762	-48.265816
8699.414062	-49.962387
8704.797363	-51.439926
8710.180664	-51.447918
8715.563965	-49.044456
8720.947266	-48.499531
8726.330566	-51.224247
8731.713867	-55.918011
8737.097168	-52.183903
8742.480469	-50.284992
8747.863770	-51.443733
8753.247070	-49.550022
8758.630371	-49.508678
8764.013672	-49.064140
8769.396973	-48.701969
8774.780273	-49.606739
8780.163574	-53.303707
8785.546875	-51.200836
8790.930176	-51.088577
8796.313477	-48.857262
8801.696777	-49.311806
8807.080078	-48.530903
8812.463379	-50.931477
8817.846680	-49.200302
8823.229980	-48.676315
8828.613281	-48.997604
8833.996582	-48.727375
8839.379883	-52.392559
8844.763184	-51.168297
8850.146484	-50.003830
8855.529785	-49.044403
8860.913086	-50.577438
8866.296387	-50.828594
8871.679688	-53.345673
8877.062988	-51.922707
8882.446289	-49.676617
8887.829590	-51.966022
8893.212891	-50.673187
8898.596191	-51.981709
8903.979492	-52.445946
8909.362793	-48.233276
8914.746094	-50.222691
8920.129395	-48.387779
8925.512695	-47.894070
8930.895996	-47.414093
8936.279297	-46.883034
8941.662598	-49.197987
8947.045898	-48.475708
8952.429199	-48.823830
8957.812500	-50.479061
8963.195801	-47.934128
8968.579102	-49.809635
8973.962402	-51.146198
8979.345703	-52.806519
8984.729004	-53.185337
8990.112305	-51.874504
8995.495605	-51.190334
9000.878906	-49.578857
9006.262207	-48.153233
9011.645508	-49.120991
9017.028809	-51.124043
9022.412109	-51.437473
9027.795410	-51.478172
9033.178711	-50.701443
9038.562012	-50.535412
9043.945312	-51.830311
9049.328613	-51.329098
9054.711914	-51.864532
9060.095215	-54.857079
9065.478516	-52.154224
9070.861816	-49.721863
9076.245117	-51.704174
9081.628418	-52.518044
9087.011719	-49.361748
9092.395020	-50.875229
9097.778320	-52.993210
9103.161621	-50.838184
9108.544922	-49.824909
9113.928223	-50.700191
9119.311523	-50.407639
9124.694824	-48.051701
9130.078125	-49.103657
9135.461426	-49.171848
9140.844727	-48.031086
9146.228027	-48.471466
9151.611328	-49.905685
9156.994629	-50.543900
9162.377930	-49.049580
9167.761230	-48.690929
9173.144531	-50.199631
9178.527832	-51.327110
9183.911133	-49.480659
9189.294434	-49.963551
9194.677734	-51.025375
9200.061035	-49.910004
9205.444336	-49.493565
9210.827637	-50.994072
9216.210938	-48.029934
9221.594238	-49.998367
9226.977539	-52.836494
9232.360840	-51.977100
9237.744141	-50.459225
9243.127441	-51.222237
9248.510742	-50.869179
9253.894043	-49.420948
9259.277344	-48.815109
9264.660645	-49.752083
9270.043945	-50.431740
9275.427246	-50.388680
9280.810547	-50.759048
9286.193848	-51.941700
9291.577148	-50.564106
9296.960449	-49.348843
9302.343750	-48.411850
9307.727051	-48.446396
9313.110352	-50.959869
9318.493652	-51.950031
9323.876953	-51.160114
9329.260254	-51.176308
9334.643555	-51.529842
9340.026855	-50.146202
9345.410156	-50.152958
9350.793457	-50.971046
9356.176758	-53.543236
9361.560059	-52.467960
9366.943359	-50.907871
9372.326660	-50.938438
9377.709961	-51.114574
9383.093262	-49.513306
9388.476562	-51.670509
9393.859863	-49.801350
9399.243164	-49.776188
9404.626465	-51.632893
9410.009766	-49.928490
9415.393066	-50.860966
9420.776367	-49.711590
9426.159668	-50.790047
9431.542969	-49.825184
9436.926270	-50.295361
9442.309570	-50.402908
9447.692871	-48.836864
9453.076172	-48.299953
9458.459473	-47.701260
9463.842773	-48.230518
9469.226074	-49.777084
9474.609375	-51.580917
9479.992676	-49.250462
9485.375977	-48.132538
9490.759277	-49.386265
9496.142578	-50.089752
9501.525879	-49.687420
9506.909180	-49.777180
9512.292480	-49.925240
9517.675781	-52.277397
9523.059082	-51.791752
9528.442383	-51.526455
9533.825684	-52.147099
9539.208984	-48.031982
9544.592285	-49.113369
9549.975586	-50.335350
9555.358887	-48.853058
9560.742188	-50.683956
9566.125488	-49.835957
9571.508789	-48.693275
9576.892090	-49.854965
9582.275391	-52.783787
9587.658691	-52.652122
9593.041992	-52.410664
9598.425293	-51.120094
9603.808594	-49.119804
9609.191895	-50.166389
9614.575195	-49.264122
9619.958496	-49.399746
9625.341797	-50.069019
9630.725098	-53.533165
9636.108398	-52.148781
9641.491699	-49.916306
9646.875000	-49.845684
9652.258301	-49.134541
9657.641602	-50.319500
9663.024902	-50.865074
9668.408203	-50.008617
9673.791504	-50.369621
9679.174805	-49.277428
9684.558105	-50.025829
9689.941406	-50.411350
9695.324707	-48.523029
9700.708008	-50.678841
9706.091309	-51.949890
9711.474609	-52.983093
9716.857910	-51.386105
9722.241211	-50.106270
9727.624512	-48.905952
9733.007812	-49.057968
9738.391113	-53.404243
9743.774414	-51.292973
9749.157715	-51.988445
9754.541016	-51.057156
9759.924316	-48.712688
9765.307617	-49.918964
9770.690918	-51.494843
9776.074219	-51.094612
9781.457520	-51.914032
9786.840820	-49.101669
9792.224121	-50.696262
9797.607422	-51.655846
9802.990723	-49.358864
9808.374023	-50.019783
9813.757324	-49.633682
9819.140625	-48.166481
9824.523926	-49.124447
9829.907227	-50.306480
9835.290527	-48.714611
9840.673828	-48.347523
9846.057129	-49.254829
9851.440430	-50.051212
9856.823730	-49.756001
9862.207031	-51.684666
9867.590332	-52.796059
9872.973633	-52.926792
9878.356934	-52.765381
9883.740234	-52.998386
9889.123535	-51.140182
9894.506836	-50.820297
9899.890137	-50.943306
9905.273438	-50.914055
9910.656738	-49.796574
9916.040039	-50.661045
9921.423340	-48.729668
9926.806641	-49.853085
9932.189941	-51.316513
9937.573242	-51.186092
9942.956543	-51.917740
9948.339844	-51.647572
9953.723145	-50.102798
9959.106445	-50.643784
9964.489746	-50.643372
9969.873047	-49.552303
9975.256348	-49.092777
9980.639648	-49.505695
9986.022949	-51.204746
9991.406250	-50.771149
9996.789551	-51.497540
10002.172852	-52.108097
10007.556152	-53.286091
10012.939453	-50.160484
10018.322754	-48.455406
10023.706055	-47.867165
10029.089355	-47.418289
10034.472656	-48.883221
10039.855957	-50.452194
10045.239258	-50.864567
10050.622559	-48.337387
10056.005859	-49.714085
10061.389160	-50.478790
10066.772461	-50.219582
10072.155762	-49.545303
10077.539062	-51.129967
10082.922363	-50.889179
10088.305664	-50.913048
10093.688965	-51.915623
10099.072266	-51.874020
10104.455566	-50.481236
10109.838867	-52.299824
10115.222168	-51.182484
10120.605469	-49.394115
10125.988770	-51.337837
10131.372070	-48.754734
10136.755371	-48.082111
10142.138672	-50.447441
10147.521973	-51.084003
10152.905273	-49.596260
10158.288574	-47.187252
10163.671875	-48.674122
10169.055176	-51.966770
10174.438477	-51.702057
10179.821777	-48.778656
10185.205078	-49.014786
10190.588379	-51.261478
10195.971680	-52.204006
10201.354980	-49.632454
10206.738281	-51.671715
10212.121582	-52.262680
10217.504883	-49.372559
10222.888184	-46.654194
10228.271484	-50.110332
10233.654785	-48.934395
10239.038086	-47.541313
10244.421387	-51.064434
10249.804688	-51.011654
10255.187988	-49.771320
10260.571289	-50.366379
10265.954590	-49.773094
10271.337891	-50.132164
10276.721191	-51.538403
10282.104492	-51.324371
10287.487793	-50.874985
10292.871094	-49.885395
10298.254395	-49.491013
10303.637695	-49.857693
10309.020996	-47.723591
10314.404297	-51.816994
10319.787598	-52.645294
10325.170898	-48.684654
10330.554199	-50.482662
10335.937500	-53.467918
10341.320801	-51.619686
10346.704102	-51.021561
10352.087402	-50.215431
10357.470703	-50.770565
10362.854004	-52.187729
10368.237305	-50.848667
10373.620605	-50.637634
10379.003906	-50.218609
10384.387207	-49.253151
10389.770508	-49.006805
10395.153809	-53.133999
10400.537109	-51.237057
10405.920410	-49.434486
10411.303711	-50.233891
10416.687012	-48.686348
10422.070312	-49.543549
10427.453613	-50.517593
10432.836914	-50.569347
10438.220215	-49.429314
10443.603516	-49.716908
10448.986816	-49.501675
10454.370117	-49.868443
10459.753418	-50.441216
10465.136719	-53.645504
10470.520020	-50.836720
10475.903320	-50.382252
10481.286621	-49.642601
10486.669922	-47.146149
10492.053223	-47.423592
10497.436523	-50.606186
10502.819824	-48.505039
10508.203125	-48.115803
10513.586426	-48.653996
10518.969727	-50.964664
10524.353027	-52.232143
10529.736328	-50.109974
10535.119629	-50.768272
10540.502930	-50.023472
10545.886230	-49.886005
10551.269531	-51.094334
10556.652832	-51.231758
10562.036133	-50.514221
10567.419434	-52.922264
10572.802734	-52.377258
10578.186035	-50.224171
10583.569336	-50.416275
10588.952637	-50.933224
10594.335938	-50.991528
10599.719238	-50.168938
10605.102539	-52.060444
10610.485840	-51.702885
10615.869141	-51.397537
10621.252441	-50.772079
10626.635742	-50.049534
10632.019043	-49.217388
10637.402344	-51.518429
10642.785645	-53.479568
10648.168945	-55.004314
10653.552246	-55.705902
10658.935547	-53.907551
10664.318848	-54.272766
10669.702148	-50.486267
10675.085449	-49.373981
10680.468750	-49.469566
10685.852051	-48.891346
10691.235352	-50.251877
10696.618652	-51.939274
10702.001953	-50.807491
10707.385254	-49.567909
10712.768555	-51.679745
10718.151855	-51.071186
10723.535156	-51.609226
10728.918457	-50.134277
10734.301758	-50.933392
10739.685059	-50.624588
10745.068359	-50.400272
10750.451660	-51.015648
10755.834961	-51.663475
10761.218262	-50.412693
10766.601562	-51.451759
10771.984863	-50.287693
10777.368164	-50.053432
10782.751465	-50.573643
10788.134766	-50.979111
10793.518066	-51.868050
10798.901367	-54.294151
10804.284668	-56.496101
10809.667969	-52.487347
10815.051270	-50.904118
10820.434570	-52.845947
10825.817871	-53.356731
10831.201172	-51.327908
10836.584473	-51.092285
10841.967773	-49.811100
10847.351074	-49.008904
10852.734375	-49.488819
10858.117676	-50.101677
10863.500977	-51.116879
10868.884277	-51.755367
10874.267578	-52.684448
10879.650879	-53.936981
10885.034180	-52.088577
10890.417480	-50.146610
10895.800781	-49.634247
10901.184082	-50.380550
10906.567383	-50.636700
10911.950684	-49.738941
10917.333984	-50.192490
10922.717285	-52.298244
10928.100586	-51.872833
10933.483887	-50.344307
10938.867188	-50.622753
10944.250488	-51.359215
10949.633789	-52.310535
10955.017090	-51.388695
10960.400391	-50.130531
10965.783691	-50.766048
10971.166992	-52.624954
10976.550293	-52.358543
10981.933594	-52.714485
10987.316895	-50.494419
10992.700195	-49.355843
10998.083496	-50.077847
11003.466797	-50.537579
11008.850098	-48.782829
11014.233398	-47.620411
11019.616699	-46.627567
11025.000000	-49.727413
11030.383301	-52.105923
11035.766602	-51.052616
11041.149902	-53.031078
11046.533203	-52.091740
11051.916504	-50.030830
11057.299805	-49.722263
11062.683105	-51.362591
11068.066406	-50.929588
11073.449707	-48.924400
11078.833008	-49.248310
11084.216309	-50.749249
11089.599609	-53.672581
11094.982910	-54.447250
11100.366211	-52.179970
11105.749512	-51.140102
11111.132812	-50.738907
11116.516113	-50.279541
11121.899414	-51.477047
11127.282715	-50.674133
11132.666016	-50.736168
11138.049316	-50.938007
11143.432617	-49.589600
11148.815918	-48.497070
11154.199219	-49.418320
11159.582520	-52.871449
11164.965820	-53.842274
11170.349121	-53.006432
11175.732422	-52.112217
11181.115723	-53.098877
11186.499023	-50.461868
11191.882324	-49.837223
11197.265625	-49.648804
11202.648926	-50.196430
11208.032227	-51.681923
11213.415527	-52.779892
11218.798828	-50.719463
11224.182129	-48.805088
11229.565430	-51.566490
11234.948730	-50.494766
11240.332031	-49.318466
11245.715332	-51.322517
11251.098633	-54.347969
11256.481934	-52.575329
11261.865234	-53.069279
11267.248535	-52.133972
11272.631836	-52.002888
11278.015137	-50.654030
11283.398438	-52.644135
11288.781738	-52.759499
11294.165039	-51.555134
11299.548340	-50.274578
11304.931641	-51.852566
11310.314941	-48.770874
11315.698242	-50.360752
11321.081543	-51.628654
11326.464844	-51.301533
11331.848145	-50.913998
11337.231445	-50.918957
11342.614746	-49.392254
11347.998047	-51.001076
11353.381348	-51.023739
11358.764648	-50.981300
11364.147949	-49.866566
11369.531250	-49.939346
11374.914551	-50.704731
11380.297852	-50.229504
11385.681152	-52.317856
11391.064453	-51.474632
11396.447754	-49.644012
11401.831055	-50.472847
11407.214355	-51.118542
11412.597656	-52.442646
11417.980957	-51.812958
11423.364258	-50.543468
11428.747559	-50.707798
11434.130859	-52.398758
11439.514160	-50.301586
11444.897461	-50.436337
11450.280762	-51.934570
11455.664062	-51.106819
11461.047363	-51.079483
11466.430664	-50.736332
11471.813965	-51.719734
11477.197266	-50.392323
11482.580566	-50.692581
11487.963867	-51.872128
11493.347168	-51.325294
11498.730469	-49.935810
11504.113770	-51.883060
11509.497070	-51.914955
11514.880371	-52.821911
11520.263672	-52.778812
11525.646973	-49.701885
11531.030273	-49.203300
11536.413574	-51.623070
11541.796875	-51.483959
11547.180176	-52.295738
11552.563477	-52.407249
11557.946777	-51.690849
11563.330078	-50.497372
11568.713379	-53.242977
11574.096680	-53.382740
11579.479980	-51.644970
11584.863281	-52.687561
11590.246582	-51.177734
11595.629883	-52.114540
11601.013184	-53.472221
11606.396484	-53.429569
11611.779785	-51.564285
11617.163086	-51.273872
11622.546387	-49.394493
11627.929688	-48.260330
11633.312988	-48.858067
11638.696289	-51.888916
11644.079590	-51.609528
11649.462891	-50.454002
11654.846191	-49.116436
11660.229492	-50.334377
11665.612793	-53.119690
11670.996094	-51.895557
11676.379395	-51.708370
11681.762695	-52.514786
11687.145996	-52.534767
11692.529297	-53.095081
11697.912598	-51.546673
11703.295898	-52.832138
11708.679199	-52.525539
11714.062500	-53.670685
11719.445801	-54.032944
11724.829102	-51.322384
11730.212402	-50.529243
11735.595703	-51.627548
11740.979004	-51.054726
11746.362305	-51.376980
11751.745605	-51.637833
11757.128906	-49.768387
11762.512207	-51.821774
11767.895508	-51.867237
11773.278809	-51.552616
11778.662109	-53.064327
11784.045410	-50.957691
11789.428711	-48.629719
11794.812012	-49.718800
11800.195312	-52.458591
11805.578613	-51.912651
11810.961914	-52.325844
11816.345215	-54.491528
11821.728516	-55.086067
11827.111816	-54.494896
11832.495117	-50.741016
11837.878418	-48.686684
11843.261719	-51.561184
11848.645020	-53.728470
11854.028320	-50.872524
11859.411621	-52.400562
11864.794922	-51.971058
11870.178223	-52.192638
11875.561523	-50.943058
11880.944824	-50.100979
11886.328125	-50.911583
11891.711426	-49.553516
11897.094727	-50.347439
11902.478027	-50.672668
11907.861328	-52.367184
11913.244629	-53.180965
11918.627930	-52.349331
11924.011230	-51.389736
11929.394531	-52.221611
11934.777832	-51.525482
11940.161133	-52.420631
11945.544434	-52.226429
11950.927734	-52.934116
11956.311035	-52.500477
11961.694336	-52.451664
11967.077637	-52.575710
11972.460938	-53.682957
11977.844238	-54.256042
11983.227539	-52.082718
11988.610840	-49.202312
11993.994141	-52.636570
11999.377441	-54.745541
12004.760742	-53.140190
12010.144043	-52.562065
12015.527344	-52.033573
12020.910645	-53.116486
12026.293945	-53.206211
12031.677246	-52.487484
12037.060547	-52.474846
12042.443848	-52.225636
12047.827148	-50.920025
12053.210449	-50.896702
12058.593750	-50.371983
12063.977051	-47.093094
12069.360352	-49.532104
12074.743652	-51.672249
12080.126953	-51.255608
12085.510254	-50.615677
12090.893555	-51.267834
12096.276855	-51.847073
12101.660156	-51.159149
12107.043457	-49.929150
12112.426758	-50.897209
12117.810059	-50.542042
12123.193359	-49.999210
12128.576660	-49.898388
12133.959961	-49.257923
12139.343262	-51.650375
12144.726562	-51.660690
12150.109863	-49.790359
12155.493164	-50.563457
12160.876465	-52.159843
12166.259766	-50.287128
12171.643066	-49.801506
12177.026367	-52.635036
12182.409668	-53.919880
12187.792969	-52.871166
12193.176270	-53.982235
12198.559570	-54.030777
12203.942871	-51.803635
12209.326172	-49.594410
12214.709473	-54.245720
12220.092773	-53.424511
12225.476074	-48.265022
12230.859375	-48.032505
12236.242676	-49.840126
12241.625977	-51.835972
12247.009277	-52.198883
12252.392578	-54.787655
12257.775879	-52.483768
12263.159180	-53.379471
12268.542480	-53.102425
12273.925781	-54.557434
12279.309082	-56.829071
12284.692383	-54.824154
12290.075684	-53.522331
12295.458984	-53.106651
12300.842285	-51.963459
12306.225586	-51.207634
12311.608887	-54.591908
12316.992188	-54.558655
12322.375488	-53.936131
12327.758789	-51.015110
12333.142090	-51.918198
12338.525391	-51.823582
12343.908691	-50.097057
12349.291992	-50.081200
12354.675293	-52.309086
12360.058594	-51.782177
12365.441895	-49.762085
12370.825195	-51.739372
12376.208496	-53.068626
12381.591797	-51.057568
12386.975098	-50.450024
12392.358398	-49.265835
12397.741699	-49.741325
12403.125000	-50.238960
12408.508301	-49.593674
12413.891602	-51.578739
12419.274902	-52.817181
12424.658203	-53.174255
12430.041504	-54.521645
12435.424805	-52.088825
12440.808105	-52.746250
12446.191406	-53.548943
12451.574707	-50.530716
12456.958008	-50.338081
12462.341309	-52.419060
12467.724609	-51.222008
12473.107910	-49.152657
12478.491211	-50.606998
12483.874512	-49.288860
12489.257812	-49.251797
12494.641113	-52.104717
12500.024414	-50.026699
12505.407715	-51.936314
12510.791016	-50.573830
12516.174316	-49.797184
12521.557617	-49.354504
12526.940918	-52.390396
12532.324219	-53.331165
12537.707520	-51.619816
12543.090820	-53.942959
12548.474121	-51.460865
12553.857422	-52.029354
12559.240723	-50.509693
12564.624023	-51.186764
12570.007324	-52.191074
12575.390625	-53.136509
12580.773926	-51.113575
12586.157227	-50.040756
12591.540527	-50.723194
12596.923828	-51.446049
12602.307129	-51.261799
12607.690430	-51.078144
12613.073730	-51.759457
12618.457031	-50.952133
12623.840332	-51.098446
12629.223633	-51.989143
12634.606934	-52.112919
12639.990234	-50.324146
12645.373535	-54.442120
12650.756836	-53.575100
12656.140137	-51.047440
12661.523438	-52.280510
12666.906738	-54.175083
